记录ID,用户ID,购买商品数量,商品ID,购买总金额(元),购买时间,是否退款
412,33,1,1459,294.7,2024-10-01 00:56:00,否
413,85,1,1999,596.16,2024-05-16 22:27:00,否
414,18,1,1204,620.36,2024-04-10 10:25:00,否
415,15,1,1874,4090.5,2024-09-17 03:50:00,否
416,68,4,"1381,1926,1598,1364",9799.01,2024-10-30 16:30:00,否
417,94,3,"1588,1687,1256",2150.69,2024-01-10 21:58:00,否
418,12,2,"1710,1252",1099.22,2024-12-31 14:56:00,否
419,70,4,"1890,1650,1652,1470",4801.23,2024-06-21 23:19:00,否
420,37,1,1766,305.87,2024-05-28 21:20:00,否
421,78,1,1898,2925.83,2024-10-31 06:49:00,否
422,68,4,"1639,1748,1609,1775",1470.79,2024-04-12 11:10:00,否
423,50,2,"1159,1379",2200.81,2024-11-03 11:43:00,否
424,20,1,1881,143.86,2024-04-26 15:16:00,否
425,4,1,1583,113.38,2024-08-07 00:39:00,否
426,70,2,"1441,1357",2989.38,2024-05-27 17:51:00,否
427,44,1,1287,124.21,2024-06-14 19:22:00,否
428,61,5,"1612,1980,1168,1124,1878",6207.46,2024-09-07 15:19:00,否
429,48,1,1403,2242.24,2024-09-20 06:20:00,否
430,7,1,1638,462.07,2024-02-13 02:32:00,否
431,29,5,"1109,1523,1924,1445,1870",9358.18,2024-11-17 19:45:00,否
432,27,3,"1662,1927,1924",7664.92,2024-09-30 10:56:00,否
433,21,1,1557,3415.74,2024-01-22 01:40:00,否
434,22,1,1343,2294.29,2024-12-08 11:13:00,否
435,96,2,"1907,1927",2562.17,2024-01-10 23:41:00,否
436,55,3,"1153,1798,1567",1912.16,2024-02-24 01:38:00,否
437,1,4,"1565,1826,1518,1837",6920.79,2024-05-08 17:02:00,否
438,90,1,1111,708.46,2024-09-29 23:59:00,否
439,25,2,"1108,1051",3760.81,2024-11-02 11:12:00,否
440,57,2,"1400,1403",2248.93,2024-07-16 11:10:00,否
441,48,2,"1571,1337",6695.51,2024-04-26 12:05:00,否
442,66,4,"1724,1177,1198,1145",2722.09,2024-10-29 23:59:00,否
443,7,2,"1391,1105",4363.57,2024-06-09 13:12:00,否
444,23,2,"1435,1033",1228.9,2024-05-08 20:20:00,否
445,28,4,"1160,1146,1413,1816",1656.39,2024-11-23 11:46:00,否
446,71,2,"1331,1375",322.86,2024-10-02 22:46:00,否
447,76,3,"1711,1188,1305",2104.64,2024-05-12 09:04:00,否
448,93,3,"1313,1602,1161",6163.39,2024-08-18 21:58:00,否
449,48,4,"1527,1809,1368,1567",6743.33,2024-01-07 22:19:00,否
450,59,3,"1320,1190,1964",4411.05,2024-01-18 03:07:00,是
451,86,4,"1458,1337,1553,1035",8921.96,2024-03-09 02:26:00,否
452,80,4,"1908,1365,1491,1543",1545.42,2024-07-27 21:27:00,否
453,88,3,"1512,1381,1447",1962.97,2024-12-07 15:06:00,否
454,36,3,"1750,1556,1087",4616.28,2024-04-03 23:25:00,否
455,54,1,1669,1761.92,2024-08-17 05:10:00,否
456,6,4,"1917,1638,1987,1557",4863.57,2024-10-13 19:59:00,否
457,60,3,"1520,1714,1177",3198.32,2024-01-10 20:16:00,否
458,57,1,1646,109.84,2024-08-11 23:08:00,否
459,57,1,1297,551.78,2024-01-06 11:34:00,否
460,19,3,"1216,1249,1577",4717.09,2024-12-10 03:17:00,否
461,33,3,"1509,1769,1845",1354.23,2024-04-13 10:19:00,否
462,51,1,1899,61.25,2024-03-18 02:05:00,否
463,40,3,"1015,1656,1482",2967.47,2024-04-29 19:55:00,否
464,52,1,1222,102.08,2024-01-21 11:23:00,否
465,64,3,"1206,1486,1538",1413.09,2024-04-24 18:21:00,否
466,79,2,"1135,1542",1637.39,2024-11-28 15:10:00,否
467,22,2,"1214,1939",2707.41,2024-01-02 18:38:00,是
468,12,3,"1012,1145,1360",2222.46,2024-01-22 18:30:00,否
469,79,1,1545,2336.66,2024-08-18 11:21:00,否
470,44,1,1382,881.66,2024-04-15 04:02:00,否
471,33,3,"1197,1515,1754",2163.99,2024-06-25 19:31:00,是
472,60,1,1736,144.1,2024-07-18 01:46:00,否
473,36,1,1131,105.81,2024-03-04 23:19:00,否
474,7,4,"1380,1772,1023,1615",5823.33,2024-12-19 11:09:00,否
475,57,2,"1695,1866",4063.65,2024-09-07 13:16:00,否
476,40,4,"1144,1613,1157,1035",1465.64,2024-11-28 07:46:00,否
477,22,2,"1463,1244",1355.23,2024-01-28 15:05:00,否
478,45,2,"1101,1948",2781.71,2024-12-31 04:57:00,否
479,5,1,1066,154.29,2024-09-09 07:48:00,否
480,66,3,"1371,1966,1668",2065.92,2024-03-19 14:38:00,否
481,81,4,"1299,1633,1164,1664",3147.38,2024-05-12 15:56:00,否
482,24,3,"1949,1651,1062",2496.24,2024-07-14 15:17:00,否
483,70,4,"1873,1391,1988,1601",6971.68,2024-02-26 08:21:00,否
484,65,3,"1117,1669,1478",8279.19,2024-02-22 03:24:00,否
485,48,1,1435,1213.05,2024-01-20 07:29:00,否
486,69,1,1230,630.3,2024-04-06 04:02:00,否
487,65,4,"1177,1477,1257,1792",919.28,2024-06-07 13:32:00,否
488,32,1,1365,1078.38,2024-07-01 01:37:00,否
489,21,1,1693,492.73,2024-07-22 19:44:00,否
490,36,1,1406,620.44,2024-03-15 05:05:00,否
491,86,1,1504,466.43,2024-08-31 03:34:00,否
492,12,1,1587,118.74,2024-05-15 13:53:00,否
493,18,1,1874,4090.5,2024-01-14 09:32:00,否
494,93,1,1058,1093.98,2024-05-23 20:44:00,否
495,55,4,"1405,1020,1926,1549",7084.38,2024-06-16 12:43:00,否
496,31,3,"1881,1723,1571",2155.5,2024-08-17 10:27:00,否
497,58,3,"1746,1193,1769",1873.48,2024-06-14 12:21:00,否
498,25,1,1787,292.8,2024-10-19 19:15:00,否
499,34,3,"1479,1679,1435",5878.28,2024-01-28 20:46:00,否
500,68,3,"1537,1667,1234",1784.85,2024-11-13 22:19:00,否
501,29,1,1100,220.61,2024-07-01 12:32:00,否
502,90,1,1878,2076.19,2024-01-21 08:26:00,否
503,26,1,1452,1168.54,2024-10-23 09:24:00,否
504,6,3,"1746,1830,1655",3626.91,2024-01-23 11:18:00,否
505,18,2,"1078,1871",3266.95,2024-05-31 18:32:00,否
506,46,4,"1526,1941,1709,1774",2746.21,2024-01-20 16:43:00,否
507,48,4,"1806,1982,1803,1928",4151.83,2024-11-11 22:46:00,否
508,51,2,"1402,1694",1081.8,2024-10-28 07:20:00,否
509,78,1,1825,212.66,2024-09-26 06:05:00,否
510,15,2,"1110,1224",1250.26,2024-12-27 01:00:00,否
511,14,1,1013,70.23,2024-01-28 06:04:00,否
512,69,2,"1487,1113",2497.71,2024-05-10 09:15:00,否
513,98,4,"1586,1651,1443,1119",3878.63,2024-07-25 01:40:00,否
514,7,3,"1208,1180,1790",4523.6,2024-06-10 22:24:00,否
515,16,1,1042,1141.92,2024-06-09 04:59:00,否
516,82,4,"1362,1102,1639,1018",4747.18,2024-10-29 08:23:00,否
517,70,4,"1856,1226,1638,1558",4118.62,2024-05-27 03:04:00,否
518,35,1,1104,50.38,2024-07-15 16:44:00,否
519,6,2,"1475,1599",1276.5,2024-04-09 10:57:00,否
520,71,5,"1663,1501,1156,1497,1423",2017.67,2024-03-31 17:08:00,否
521,23,1,1133,250.86,2024-01-29 02:27:00,否
522,1,1,1262,241.35,2024-02-12 16:14:00,否
523,18,5,"1866,1486,1372,1831,1996",5019.2,2024-10-15 12:48:00,否
524,14,2,"1394,1394",5861.78,2024-10-02 05:15:00,否
525,72,1,1698,2917.17,2024-10-28 22:52:00,否
526,69,2,"1857,1267",1614.71,2024-08-08 21:20:00,否
527,39,2,"1207,1912",1884.24,2024-07-08 13:02:00,否
528,7,1,1049,184.47,2024-05-09 17:17:00,是
529,20,4,"1267,1196,1228,1133",5407.96,2024-12-13 12:30:00,否
530,52,4,"1901,1027,1523,1267",4539.06,2024-03-26 13:41:00,否
531,3,3,"1601,1787,1413",4591.39,2024-02-26 19:49:00,否
532,95,5,"1641,1244,1258,1628,1536",4152.1,2024-03-06 03:20:00,否
533,45,3,"1023,1533,1851",7070.24,2024-12-13 05:48:00,否
534,86,5,"1666,1599,1087,1712,1346",3321.09,2024-10-17 18:01:00,否
535,8,1,1698,2917.17,2024-09-10 14:39:00,否
536,73,1,1528,711.12,2024-02-10 20:36:00,否
537,99,3,"1649,1624,1362",4022.29,2024-10-22 14:03:00,否
538,42,4,"1151,1334,1233,1852",5664.23,2024-10-08 14:09:00,否
539,43,3,"1791,1681,1981",5757.06,2024-08-30 08:43:00,否
540,30,2,"1709,1093",2383.57,2024-10-13 13:16:00,否
541,2,2,"1402,1667",370.46,2024-09-12 17:56:00,否
542,45,2,"1244,1483",1860.18,2024-05-02 07:27:00,否
543,81,1,1548,703.12,2024-12-24 22:14:00,否
544,86,1,1980,2259.62,2024-02-01 04:33:00,否
545,98,2,"1702,1755",193.79,2024-06-30 11:06:00,否
546,18,3,"1376,1240,1164",1246.15,2024-05-16 01:55:00,否
547,36,1,1730,1557.28,2024-12-23 11:09:00,否
548,28,2,"1511,1867",1339.07,2024-11-09 07:39:00,否
549,20,1,1675,437.44,2024-12-26 14:02:00,否
550,52,4,"1945,1515,1519,1329",3473.69,2024-12-12 07:28:00,否
551,74,3,"1826,1580,1202",1206.07,2024-09-17 10:10:00,否
552,40,2,"1852,1353",4504.48,2024-09-10 03:12:00,否
553,77,5,"1957,1614,1650,1599,1119",5090.59,2024-09-15 06:04:00,否
554,25,1,1402,222.8,2024-01-30 16:23:00,是
555,42,1,1462,91.35,2024-12-20 02:44:00,否
556,97,4,"1746,1935,1023,1209",5922.91,2024-05-15 01:23:00,否
557,61,1,1847,1272.91,2024-01-01 02:18:00,否
558,33,1,1117,4804.52,2024-06-01 20:25:00,否
559,30,3,"1272,1859,1336",4238.91,2024-02-04 16:49:00,否
560,56,1,1073,217.31,2024-02-26 07:43:00,否
561,97,1,1710,401.22,2024-10-28 15:35:00,否
562,21,3,"1417,1248,1095",2527.85,2024-08-13 14:42:00,否
563,50,2,"1399,1255",931.0,2024-10-18 15:59:00,否
564,11,5,"1341,1473,1839,1162,1993",6020.93,2024-12-14 09:08:00,否
565,66,3,"1302,1549,1165",2612.75,2024-01-24 21:15:00,否
566,97,4,"1060,1962,1348,1071",5824.03,2024-03-22 02:23:00,否
567,60,1,1399,123.32,2024-06-24 02:22:00,否
568,74,2,"1205,1606",3924.99,2024-09-13 09:25:00,否
569,8,4,"1920,1848,1394,1551",3772.29,2024-02-07 20:46:00,否
570,99,3,"1258,1978,1699",4528.96,2024-10-15 13:15:00,否
571,25,3,"1862,1827,1542",1204.52,2024-11-13 21:24:00,否
572,60,2,"1333,1993",3865.28,2024-07-18 05:14:00,否
573,86,1,1912,1093.57,2024-03-08 13:15:00,否
574,73,2,"1165,1709",4059.1,2024-03-13 08:00:00,否
575,43,3,"1867,1845,1748",864.63,2024-02-06 21:51:00,否
576,60,1,1950,1051.57,2024-10-19 14:55:00,否
577,40,3,"1970,1837,1246",2976.01,2024-11-22 10:19:00,否
578,77,4,"1153,1310,1456,1250",7309.83,2024-04-25 15:43:00,否
579,31,1,1687,64.01,2024-12-01 11:29:00,否
580,22,4,"1242,1384,1977,1402",4756.08,2024-11-03 22:36:00,否
581,99,2,"1830,1989",1307.63,2024-12-31 00:16:00,否
582,89,2,"1053,1831",4923.49,2024-09-10 09:58:00,否
583,86,5,"1913,1149,1376,1615,1865",3763.74,2024-10-26 19:49:00,否
584,42,1,1755,126.2,2024-09-14 19:23:00,否
585,24,5,"1804,1162,1931,1800,1252",3868.99,2024-11-21 03:08:00,否
586,86,2,"1164,1720",1338.8,2024-10-12 10:43:00,否
587,14,2,"1983,1532",5226.31,2024-09-08 21:47:00,否
588,42,1,1806,33.26,2024-01-19 15:27:00,否
589,71,2,"1198,1474",977.95,2024-06-17 12:47:00,否
590,77,4,"1050,1009,1011,1028",1682.21,2024-03-14 00:25:00,否
591,75,2,"1213,1266",421.28,2024-04-16 06:58:00,否
592,34,2,"1970,1691",216.5,2024-09-11 01:39:00,否
593,51,2,"1296,1156",2664.7,2024-06-17 07:31:00,否
594,51,1,1113,279.63,2024-05-06 03:38:00,否
595,34,1,1522,150.24,2024-11-10 02:51:00,否
596,60,5,"1386,1519,1173,1549,1481",2262.93,2024-12-02 12:03:00,否
597,37,1,1464,1614.98,2024-05-08 05:02:00,否
598,94,3,"1841,1664,1664",7537.53,2024-03-01 01:39:00,否
599,29,2,"1260,1922",236.98,2024-10-08 11:03:00,否
600,14,4,"1372,1588,1833,1419",6675.57,2024-07-07 21:09:00,否
601,50,1,1101,5.03,2024-03-24 20:58:00,否
602,37,2,"1353,1768",2327.41,2024-12-01 18:18:00,否
603,51,4,"1780,1186,1837,1405",6603.37,2024-01-11 19:04:00,否
604,11,1,1163,4916.15,2024-12-17 23:22:00,否
605,61,1,1331,166.15,2024-11-01 09:23:00,是
606,27,1,1467,183.19,2024-10-25 01:30:00,否
607,43,1,1686,624.43,2024-02-01 20:43:00,否
608,90,3,"1854,1655,1066",3485.84,2024-02-15 06:18:00,否
609,30,4,"1970,1436,1054,1216",6175.0,2024-10-26 06:51:00,否
610,46,2,"1220,1642",2524.92,2024-03-18 09:47:00,是
611,95,1,1638,462.07,2024-07-30 06:13:00,否
612,80,1,1764,1864.49,2024-09-21 23:57:00,否
613,54,2,"1950,1842",1770.56,2024-12-28 09:02:00,否
614,44,3,"1589,1028,1086",2882.65,2024-05-08 17:08:00,否
615,95,1,1804,1124.35,2024-03-11 18:06:00,否
616,32,2,"1677,1442",648.43,2024-08-30 14:25:00,否
617,3,4,"1856,1830,1672,1490",6534.13,2024-09-04 03:26:00,否
618,79,2,"1200,1745",266.68,2024-03-01 21:04:00,否
619,85,2,"1892,1739",3068.46,2024-07-29 14:13:00,否
620,70,3,"1136,1865,1826",1588.6,2024-05-17 01:13:00,否
621,56,4,"1162,1148,1697,2000",6771.64,2024-08-02 04:24:00,否
622,28,3,"1774,1514,1485",2291.37,2024-02-08 13:25:00,否
623,9,1,1769,1070.0,2024-02-18 07:20:00,否
624,64,3,"1940,1280,1798",1904.12,2024-10-31 03:15:00,否
625,67,1,1241,252.76,2024-06-25 05:34:00,否
626,41,3,"1779,1819,1837",4154.61,2024-08-11 13:40:00,否
627,25,3,"1905,1673,1633",1505.2,2024-03-02 00:06:00,否
628,56,1,1804,1124.35,2024-06-10 22:09:00,否
629,86,2,"1359,1132",514.94,2024-08-29 13:41:00,是
630,63,1,1825,212.66,2024-07-02 12:35:00,否
631,70,2,"1511,1920",1530.2,2024-03-27 21:19:00,否
632,67,1,1596,136.09,2024-03-01 03:12:00,否
633,20,3,"1936,1328,1255",3670.13,2024-01-20 13:00:00,是
634,57,3,"1660,1852,1523",6687.47,2024-05-15 15:09:00,否
635,13,2,"1516,1849",1957.51,2024-08-04 02:58:00,否
636,56,4,"1561,1111,1922,1826",4319.75,2024-09-28 19:21:00,否
637,95,2,"1496,1382",997.09,2024-08-25 10:30:00,否
638,20,1,1406,620.44,2024-11-01 23:09:00,否
639,70,4,"1542,1167,1388,1092",2625.97,2024-09-16 21:27:00,否
640,68,1,1925,433.68,2024-07-03 10:29:00,否
641,71,3,"1777,1801,1877",7500.32,2024-08-04 04:19:00,否
642,38,2,"1147,1124",1802.19,2024-01-02 18:31:00,否
643,82,4,"1971,1179,1739,1596",2936.7,2024-08-31 10:07:00,否
644,18,3,"1875,1390,1850",5389.56,2024-09-26 05:00:00,否
645,16,4,"1118,1520,1094,1017",5715.66,2024-07-24 19:02:00,否
646,65,2,"1787,1299",675.3,2024-01-27 10:05:00,否
647,45,2,"1362,1542",3838.87,2024-10-14 17:24:00,否
648,20,2,"1393,1221",1722.1,2024-07-30 15:32:00,否
649,73,4,"1964,1026,1042,1346",8060.17,2024-05-08 05:44:00,否
650,71,2,"1842,1320",1447.51,2024-02-07 06:38:00,否
651,19,1,1919,14.25,2024-06-16 14:18:00,否
652,38,2,"1137,1081",2095.41,2024-03-26 19:49:00,否
653,88,2,"1756,1109",2025.16,2024-12-04 05:50:00,否
654,26,1,1448,1574.05,2024-07-17 04:24:00,否
655,85,2,"1120,1290",1962.2,2024-01-16 17:29:00,否
656,23,1,1236,334.35,2024-01-23 18:41:00,否
657,57,1,1684,1063.11,2024-11-01 16:13:00,否
658,95,5,"1727,1056,1042,1469,1098",5220.81,2024-12-28 00:26:00,否
659,90,1,1413,110.71,2024-03-07 14:29:00,否
660,43,4,"1117,1094,1348,1888",6121.57,2024-01-21 01:59:00,否
661,78,2,"1990,1128",2113.64,2024-02-23 23:28:00,否
662,30,1,1925,433.68,2024-08-23 22:47:00,否
663,45,1,1303,1306.54,2024-06-14 15:38:00,否
664,32,3,"1072,1404,1893",5364.65,2024-04-28 12:52:00,否
665,81,3,"1262,1135,1469",1509.29,2024-09-11 05:46:00,否
666,2,3,"1622,1657,1949",3945.75,2024-07-14 11:05:00,是
667,72,2,"1780,1959",2051.55,2024-11-28 03:59:00,否
668,7,3,"1108,1984,1749",3126.37,2024-05-06 12:30:00,否
669,97,1,1350,405.04,2024-09-03 08:39:00,否
670,47,3,"1447,1771,1210",3504.37,2024-02-14 21:09:00,否
671,51,1,1668,1167.86,2024-10-25 14:18:00,否
672,52,3,"1226,1075,1502",5587.54,2024-03-29 19:36:00,否
673,16,4,"1141,1886,1586,1033",548.64,2024-10-12 16:04:00,否
674,98,2,"1054,1954",1076.05,2024-09-11 10:27:00,否
675,8,1,1795,64.66,2024-12-04 01:23:00,否
676,93,5,"1637,1319,1068,1505,1182",3956.6,2024-03-27 03:40:00,否
677,17,2,"1399,1429",858.25,2024-05-31 03:00:00,否
678,63,3,"1779,1319,1428",4387.18,2024-12-10 23:45:00,否
679,43,2,"1684,1709",3411.66,2024-05-29 19:16:00,否
680,20,3,"1795,1051,1391",1321.83,2024-08-01 08:19:00,否
681,28,1,1904,464.76,2024-12-01 14:06:00,否
682,46,1,1125,2304.0,2024-02-01 16:29:00,否
683,88,4,"1752,1641,1090,1063",6001.99,2024-04-05 04:30:00,否
684,35,1,1060,960.21,2024-01-27 03:02:00,否
685,10,4,"1385,1446,1482,1662",6574.01,2024-08-01 21:45:00,否
686,13,1,1999,596.16,2024-06-06 15:35:00,否
687,42,3,"1704,1539,1488",2471.23,2024-06-01 16:19:00,否
688,4,1,1658,30.88,2024-07-15 13:29:00,否
689,67,3,"1472,1082,1745",567.45,2024-11-12 12:27:00,否
690,9,2,"1396,1338",1500.48,2024-02-09 01:48:00,否
691,82,5,"1107,1367,1584,1420,1588",11571.34,2024-10-08 20:01:00,否
692,43,2,"1440,1444",351.78,2024-03-03 19:05:00,否
693,99,2,"1579,1172",3193.08,2024-12-28 18:39:00,否
694,3,1,1906,1015.78,2024-04-23 14:50:00,否
695,53,2,"1383,1307",5052.31,2024-03-08 18:12:00,否
696,77,2,"1594,1362",4060.22,2024-12-10 16:47:00,否
697,58,4,"1255,1782,1791,1207",5086.77,2024-08-15 07:22:00,否
698,51,2,"1074,1188",1979.15,2024-03-23 07:43:00,否
699,41,5,"1960,1070,1665,1832,1002",11445.12,2024-06-01 18:08:00,否
700,95,1,1245,2665.13,2024-04-14 04:03:00,否
701,85,2,"1745,1729",1598.53,2024-04-25 12:46:00,否
702,94,1,1168,109.43,2024-11-04 19:04:00,否
703,49,1,1639,686.42,2024-01-08 07:18:00,否
704,42,1,1810,2754.89,2024-09-06 00:44:00,否
705,56,3,"1005,1204,1825",1703.75,2024-11-14 11:23:00,否
706,7,2,"1493,1593",294.24,2024-06-16 05:50:00,否
707,15,1,1841,2929.27,2024-07-26 23:43:00,否
708,17,2,"1171,1804",2042.09,2024-05-24 15:10:00,否
709,82,3,"1840,1848,1357",1346.63,2024-04-11 04:04:00,否
710,38,3,"1112,1596,1757",5004.99,2024-07-27 17:43:00,否
711,45,4,"1477,1818,1971,1281",2285.42,2024-02-12 03:16:00,否
712,45,2,"1447,1963",3827.56,2024-08-09 15:19:00,否
713,37,1,1934,581.97,2024-09-12 10:30:00,否
714,97,1,1066,154.29,2024-05-09 06:18:00,否
715,20,2,"1668,1315",1242.04,2024-04-12 21:57:00,否
716,73,1,1608,1034.21,2024-03-11 07:01:00,否
717,26,1,1036,952.02,2024-11-14 14:22:00,否
718,59,4,"1794,1569,1382,1488",5371.55,2024-04-07 10:26:00,否
719,73,3,"1726,1069,1348",2531.57,2024-04-03 06:50:00,否
720,86,2,"1300,1615",1071.45,2024-06-20 02:31:00,否
721,6,2,"1077,1639",1705.9,2024-01-10 01:05:00,否
722,21,2,"1022,1398",678.65,2024-11-17 06:01:00,是
723,12,2,"1365,1581",1305.77,2024-05-29 18:00:00,否
724,19,1,1488,29.6,2024-11-10 09:11:00,否
725,2,4,"1569,1929,1324,1419",4412.07,2024-02-17 02:38:00,否
726,51,1,1362,3067.61,2024-08-15 20:13:00,否
727,65,2,"1238,1210",2317.17,2024-03-06 20:30:00,否
728,3,1,1635,456.61,2024-01-17 04:28:00,否
729,20,3,"1348,1229,1986",2169.64,2024-12-22 18:59:00,否
730,18,3,"1536,1568,1001",3549.71,2024-04-21 06:21:00,否
731,42,3,"1009,1631,1835",6835.17,2024-02-02 02:06:00,否
732,30,1,1056,845.75,2024-05-06 19:19:00,否
733,2,1,1104,50.38,2024-03-21 23:08:00,否
734,81,3,"1640,1413,1722",1610.76,2024-09-13 13:21:00,否
735,52,1,1868,981.53,2024-07-29 01:01:00,否
736,91,2,"1897,1415",1034.45,2024-09-25 07:34:00,否
737,45,2,"1452,1260",1258.22,2024-06-21 05:34:00,否
738,69,1,1591,3309.37,2024-07-01 02:55:00,否
739,61,4,"1699,1472,1308,1891",4523.46,2024-03-02 21:10:00,否
740,31,1,1571,1965.89,2024-05-27 16:52:00,否
741,24,4,"1341,1190,1928,1909",5860.22,2024-04-19 22:24:00,否
742,90,1,1529,985.24,2024-04-11 08:11:00,否
743,84,4,"1561,1014,1334,1969",8839.29,2024-10-26 06:37:00,否
744,7,1,1891,61.74,2024-03-11 07:42:00,否
745,84,1,1909,1723.13,2024-05-08 13:02:00,否
746,54,3,"1716,1259,1019",3484.85,2024-03-17 08:03:00,否
747,55,4,"1326,1539,1361,1706",3293.59,2024-08-25 05:10:00,否
748,90,2,"1994,1236",463.07,2024-10-19 10:46:00,否
749,69,2,"1947,1707",8135.46,2024-05-17 08:04:00,否
750,45,3,"1373,1902,1313",831.03,2024-10-10 01:03:00,否
751,5,2,"1573,1665",6194.91,2024-03-10 09:28:00,否
752,31,1,1567,43.35,2024-01-25 11:56:00,否
753,7,3,"1075,1476,1865",1827.86,2024-10-10 17:04:00,否
754,86,3,"1571,1904,1232",3659.08,2024-02-28 22:12:00,否
755,38,4,"1298,1272,1608,1454",3587.7,2024-10-19 08:44:00,否
756,34,2,"1412,1951",3048.33,2024-08-31 21:04:00,否
757,46,4,"1783,1454,1837,1710",4935.28,2024-03-29 11:44:00,否
758,21,3,"1664,1317,1246",2377.74,2024-11-13 18:28:00,否
759,96,1,1475,1256.47,2024-04-28 21:32:00,是
760,91,1,1709,2348.55,2024-07-30 06:59:00,否
761,86,2,"1416,1981",885.36,2024-10-02 04:05:00,否
762,93,5,"1092,1448,1231,1168,1128",4191.78,2024-06-21 21:11:00,否
763,9,1,1382,881.66,2024-04-17 03:09:00,否
764,81,1,1175,60.28,2024-07-23 18:54:00,否
765,26,3,"1524,1817,1283",1772.97,2024-09-18 03:46:00,否
766,18,3,"1640,1510,1168",1325.42,2024-09-24 00:12:00,是
767,41,1,1963,3648.28,2024-04-30 16:07:00,否
768,58,1,1343,2294.29,2024-02-29 08:42:00,否
769,19,1,1375,156.71,2024-01-26 03:42:00,否
770,66,3,"1188,1185,1480",956.8,2024-05-30 00:55:00,否
771,60,3,"1603,1198,1589",619.86,2024-12-07 20:27:00,否
772,99,4,"1896,1100,1505,1101",530.12,2024-06-29 21:27:00,否
773,90,1,1393,749.18,2024-09-19 11:56:00,否
774,17,3,"1500,1640,1900",2990.05,2024-06-09 11:28:00,否
775,56,3,"1139,1547,1635",687.98,2024-09-24 14:31:00,否
776,43,2,"1148,1796",6211.74,2024-03-03 04:42:00,否
777,47,4,"1280,1128,1048,1455",5490.64,2024-05-21 12:49:00,否
778,88,2,"1738,1090",1706.95,2024-09-06 19:39:00,否
779,17,3,"1068,1440,1144",2517.62,2024-12-01 06:14:00,否
780,32,2,"1299,1900",2242.61,2024-04-03 03:24:00,否
781,19,3,"1792,1227,1478",3907.83,2024-12-19 19:14:00,否
782,36,4,"1341,1557,1706,1175",7415.5,2024-09-01 14:39:00,否
783,28,3,"1269,1775,1980",3089.86,2024-09-08 18:15:00,否
784,71,3,"1421,1231,1445",3976.13,2024-12-01 18:51:00,否
785,12,3,"1485,1432,1438",2421.01,2024-02-10 11:06:00,否
786,41,2,"1289,1430",4326.42,2024-07-09 12:04:00,否
787,72,1,1923,33.84,2024-10-19 16:50:00,否
788,10,2,"1468,1706",1706.21,2024-06-22 07:53:00,否
789,18,4,"1787,1601,1765,1353",7149.67,2024-08-30 16:07:00,否
790,84,2,"1568,1265",2765.83,2024-05-02 05:03:00,否
791,8,2,"1197,1643",4248.37,2024-04-15 13:39:00,否
792,46,3,"1051,1879,1502",4081.81,2024-03-07 17:23:00,否
793,80,3,"1164,1960,1460",2306.72,2024-11-17 05:11:00,否
794,65,3,"1581,1965,1681",4087.74,2024-02-15 12:01:00,否
795,58,2,"1207,1102",824.25,2024-08-10 01:59:00,否
796,5,5,"1332,1711,1178,1212,1884",7294.08,2024-12-18 15:06:00,否
797,33,2,"1648,1483",4329.73,2024-07-05 23:02:00,否
798,88,2,"1206,1543",229.81,2024-01-15 02:19:00,是
799,91,2,"1519,1112",4091.34,2024-09-02 00:42:00,否
800,34,1,1716,536.29,2024-12-28 13:51:00,否
801,92,1,1300,675.94,2024-09-21 23:15:00,否
802,24,4,"1513,1592,1907,1950",3762.35,2024-04-05 14:20:00,否
803,35,1,1120,1753.37,2024-12-04 23:36:00,否
804,85,1,1285,1273.25,2024-09-22 12:07:00,否
805,54,2,"1253,1885",2138.18,2024-04-05 02:48:00,否
806,39,1,1513,906.43,2024-04-23 23:32:00,否
807,64,2,"1331,1867",204.41,2024-11-25 10:55:00,否
808,32,1,1616,55.99,2024-04-26 02:32:00,否
809,91,1,1175,60.28,2024-08-23 09:50:00,否
810,94,2,"1665,1253",4327.99,2024-08-22 08:25:00,否
811,40,1,1617,243.28,2024-03-18 02:45:00,否
812,16,3,"1445,1818,1101",1432.55,2024-12-30 06:38:00,否
813,83,2,"1931,1734",1162.73,2024-04-19 06:44:00,否
814,39,1,1739,1976.35,2024-12-05 17:25:00,否
815,5,2,"1635,1965",2057.7,2024-05-29 21:33:00,否
816,8,3,"1868,1896,1513",2186.86,2024-03-30 03:14:00,否
817,16,3,"1682,1008,1707",4534.45,2024-09-21 14:18:00,否
818,63,2,"1863,1920",2404.58,2024-02-28 23:49:00,否
819,12,3,"1638,1387,1711",2134.51,2024-05-20 13:31:00,否
820,15,1,1240,138.35,2024-06-12 00:18:00,否
821,44,1,1237,305.18,2024-10-30 22:37:00,否
822,79,1,1512,1653.03,2024-11-08 01:55:00,否
